experiment_accession	is_control	matched_control	target_label	assay_title	description	lab	biosample_term_id	biosample_term_name	classification	organ_slims	cell_slims	developmental_slims	system_slims	organism	donor_accession	donor_sex	donor_life_stage	donor_age	donor_age_units	donor_ethnicity	run_type	platform	bio_replicate_count	tech_replicate_count	replication_type	date_released	status_exp	n_fastq_files	total_bytes
ENCSR770VVH	True			Control ChIP-seq	Homo sapiens endocrine pancreas tissue adult (59 years)	Joseph Costello, UCSF	UBERON:0000016	endocrine pancreas	tissue	pancreas		endoderm	endocrine system	Homo sapiens	ENCDO267ZBN	unknown	adult	59	year	European	single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	4	4677872954.0
ENCSR770XRC	True			Control ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (87 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO423GGP	female	adult	87	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-06-21	released	8	3695056309.0
ENCSR771IOP	True			Control ChIP-seq	Homo sapiens HAP-1	Michael Snyder, Stanford	EFO:0007598	HAP-1	cell line	bone element,bone marrow	cancer cell	mesoderm	immune system,skeletal system	Homo sapiens	ENCDO763VKT	male	adult	44	year		paired-ended	Illumina HiSeq 4000	1	1	unreplicated	2020-08-21	released	1	4483712972.0
ENCSR771YJT	False	ENCSR154SJE	H3K27ac	Histone ChIP-seq	Homo sapiens tibial nerve tissue female adult (53 years)	Bradley Bernstein, Broad	UBERON:0001323	tibial nerve	tissue	nerve,limb		ectoderm	peripheral nervous system	Homo sapiens	ENCDO793LXB	female	adult	53	year		single-ended	Illumina HiSeq 2500	1	1	unreplicated	2017-01-27	released	2	1791865744.0
ENCSR772ABL	False	ENCSR049JKQ	H3K27ac	Histone ChIP-seq	Homo sapiens heart right ventricle tissue female adult (59 years)	Bradley Bernstein, Broad	UBERON:0002080	heart right ventricle	tissue	heart		mesoderm	circulatory system	Homo sapiens	ENCDO856ZOJ	female	adult	59	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-09-21	released	8	2208955468.0
ENCSR772LYM	True			Control ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue male adult (83 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO736YJH	male	adult	83	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-09-21	released	8	3093076839.0
ENCSR773IYZ	True			Control ChIP-seq	Homo sapiens GM23338 originated from GM23248	Bradley Bernstein, Broad	EFO:0007950	GM23338	cell line	skin of body	induced pluripotent stem cell,stem cell	ectoderm	integumental system	Homo sapiens	ENCDO336AAA	male	adult	53	year	European	paired-ended	Illumina HiSeq 2500	2	2	isogenic	2016-05-03	released	2	6185903239.0
ENCSR773UBR	True			Control ChIP-seq	Homo sapiens Peyer's patch tissue female adult (51 years)	Bradley Bernstein, Broad	UBERON:0001211	Peyer's patch	tissue	intestine,lymphoid tissue		endoderm,mesoderm	digestive system,immune system	Homo sapiens	ENCDO271OUW	female	adult	51	year		single-ended	Illumina HiSeq 2500	1	2	unreplicated	2019-07-19	released	4	4589125452.0
ENCSR774MLK	True			Control ChIP-seq	Homo sapiens upper lobe of left lung tissue male adult (54 years)	Bradley Bernstein, Broad	UBERON:0008952	upper lobe of left lung	tissue	lung		endoderm	respiratory system	Homo sapiens	ENCDO451RUA	male	adult	54	year		single-ended	Illumina HiSeq 2500	1	2	unreplicated	2018-12-11	released	6	4304758287.0
ENCSR775FTU	False	ENCSR639HUV	H3K27ac	Histone ChIP-seq	Homo sapiens muscle of trunk tissue female embryo (115 days)	John Stamatoyannopoulos, UW	UBERON:0001774	muscle of trunk	tissue	musculature of body		mesoderm	musculature	Homo sapiens	ENCDO708NQU	female	embryonic	115	day		single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	2	808431498.0
ENCSR775IMI	True			Control ChIP-seq	Homo sapiens gastrocnemius medialis tissue male adult (37 years)	Bradley Bernstein, Broad	UBERON:0011907	gastrocnemius medialis	tissue	musculature of body,limb		mesoderm	musculature	Homo sapiens	ENCDO845WKR	male	adult	37	year		single-ended	Illumina HiSeq 2500	1	1	unreplicated	2016-10-24	released	3	4012310311.0
ENCSR776KLS	False	ENCSR064RLF	H3K27ac	Histone ChIP-seq	Homo sapiens thymus tissue female embryo (110 days)	John Stamatoyannopoulos, UW	UBERON:0002370	thymus	tissue	immune organ,endocrine gland,thymus		endoderm,mesoderm	endocrine system,immune system	Homo sapiens	ENCDO711IWZ	female	embryonic	110	day		single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	2	2122459283.0
ENCSR776TJT	False	ENCSR437DCH	H3K27ac	Histone ChIP-seq	Homo sapiens with mild cognitive impairment; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO634UMA	female	adult	90 or above	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-05-06	released	8	2301240306.0
ENCSR777AJC	True			Control ChIP-seq	Homo sapiens esophagus muscularis mucosa tissue male adult (54 years)	Bradley Bernstein, Broad	UBERON:0004648	esophagus muscularis mucosa	tissue	musculature of body,esophagus		mesoderm	digestive system,musculature	Homo sapiens	ENCDO451RUA	male	adult	54	year		single-ended	Illumina HiSeq 2500	1	2	unreplicated	2018-12-14	released	6	5615969643.0
ENCSR777CQW	False	ENCSR933UGQ	H3K27ac	Histone ChIP-seq	Homo sapiens 22Rv1 treated with 10 nM 17β-hydroxy-5α-androstan-3-one for 4 hours	Michael Snyder, Stanford	EFO:0002095	22Rv1	cell line	prostate gland	cancer cell	mesoderm,endoderm	reproductive system	Homo sapiens	ENCDO719HIY	unknown					paired-ended	Illumina HiSeq 2000	2	2	isogenic	2017-03-03	released	2	7533718672.0
ENCSR777VQP	True			Control ChIP-seq	Homo sapiens thyroid gland tissue male adult (37 years)	Bradley Bernstein, Broad	UBERON:0002046	thyroid gland	tissue	endocrine gland,thyroid gland		endoderm	endocrine system	Homo sapiens	ENCDO845WKR	male	adult	37	year		single-ended	Illumina HiSeq 2500	1	1	unreplicated	2016-05-23	released	1	2021933038.0
ENCSR778NQS	False	ENCSR814XCZ	H3K27ac	Histone ChIP-seq	Homo sapiens A549	Tim Reddy, Duke	EFO:0001086	A549	cell line	lung	cancer cell	endoderm	respiratory system	Homo sapiens	ENCDO000AAZ	male	adult	58	year	European	single-ended	Illumina HiSeq 4000	3	3	isogenic	2017-10-19	released	3	8322963688.0
ENCSR778QHG	False	ENCSR059VTG	H3K27ac	Histone ChIP-seq	Homo sapiens tibial nerve tissue female adult (51 years)	Bradley Bernstein, Broad	UBERON:0001323	tibial nerve	tissue	nerve,limb		ectoderm	peripheral nervous system	Homo sapiens	ENCDO271OUW	female	adult	51	year		single-ended	Illumina HiSeq 2500	1	2	unreplicated	2018-12-11	released	4	2653064591.0
ENCSR779ISJ	False	ENCSR886ATT	H3K27ac	Histone ChIP-seq	Homo sapiens right lobe of liver tissue female adult (47 years)	Bradley Bernstein, Broad	UBERON:0001114	right lobe of liver	tissue	endocrine gland,liver,exocrine gland		endoderm	exocrine system,digestive system,endocrine system	Homo sapiens	ENCDO912EIY	female	adult	47	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2022-06-09	released	8	2789119500.0
ENCSR780UWK	True			Control ChIP-seq	Homo sapiens sigmoid colon tissue male child (3 years)	Bing Ren, UCSD	UBERON:0001159	sigmoid colon	tissue	colon,large intestine,intestine		endoderm	digestive system	Homo sapiens	ENCDO478OMA	male	child	3	year		single-ended	Illumina HiSeq 2000	1	2	unreplicated	2013-07-31	released	2	4514759916.0
ENCSR783SNV	False	ENCSR838ZAU	H3K27ac	Histone ChIP-seq	Homo sapiens A549	Tim Reddy, Duke	EFO:0001086	A549	cell line	lung	cancer cell	endoderm	respiratory system	Homo sapiens	ENCDO000AAZ	male	adult	58	year	European	single-ended	Illumina HiSeq 2000	3	3	isogenic	2016-07-21	released	3	3578710868.0
ENCSR785LQK	True			Control ChIP-seq	Homo sapiens with basal cell carcinoma; skin epidermis tissue male adult (65 years)	Bradley Bernstein, Broad	UBERON:0001003	skin epidermis	tissue	epithelium,skin of body		ectoderm	integumental system	Homo sapiens	ENCDO180HAI	male	adult	65	year		single-ended	Illumina HiSeq 2500	1	1	unreplicated	2020-09-03	released	2	5203427726.0
ENCSR786VUJ	False	ENCSR822YWX	H3K27ac	Histone ChIP-seq	Homo sapiens with Cognitive impairment; dorsolateral prefrontal cortex tissue female adult (86 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO845GYA	female	adult	86	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-05-06	released	8	3463145786.0
ENCSR791ISZ	False	ENCSR688CIB	H3K27ac	Histone ChIP-seq	Homo sapiens psoas muscle tissue male adult (34 years)	Bing Ren, UCSD	UBERON:0008450	psoas muscle	tissue	musculature of body		mesoderm	musculature	Homo sapiens	ENCDO058AAA	male	adult	34	year	European	single-ended	Illumina Genome Analyzer	1	1	unreplicated	2013-07-31	released	1	620050867.0
ENCSR792FSD	True			Control ChIP-seq	Homo sapiens naive thymus-derived CD4-positive, alpha-beta T cell	Bradley Bernstein, Broad	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	primary cell	bodily fluid,blood	leukocyte,T cell,CD4+ T cell,hematopoietic cell	mesoderm,endoderm	immune system	Homo sapiens	ENCDO922CEJ	unknown	unknown				single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	3	1194981484.0
ENCSR792VLP	False	ENCSR384KIB	H3K27ac	Histone ChIP-seq	Homo sapiens transverse colon tissue female adult (51 years)	Bradley Bernstein, Broad	UBERON:0001157	transverse colon	tissue	colon,intestine,large intestine		endoderm	digestive system	Homo sapiens	ENCDO271OUW	female	adult	51	year		single-ended	Illumina HiSeq 2500	2	4	isogenic	2018-12-14	released	12	4199511342.0
ENCSR793ISY	True			Control ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue male adult (81 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO980BZD	male	adult	81	year		single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	6	1923622978.0
ENCSR798RTU	False	ENCSR314KMO	H3K27ac	Histone ChIP-seq	Homo sapiens caudate nucleus tissue female adult (75 years)	Bradley Bernstein, Broad	UBERON:0001873	caudate nucleus	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO871IWW	female	adult	75	year		single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	2	899541424.0
ENCSR799SRL	False	ENCSR339WBT,ENCSR300BKE	H3K27ac	Histone ChIP-seq	Homo sapiens neuronal stem cell originated from H1	Bing Ren, UCSD	CL:0000047	neuronal stem cell	in vitro differentiated cells	embryo	stem cell,neural cell	ectoderm	central nervous system	Homo sapiens	ENCDO000AAW	male	embryonic				single-ended	Illumina HiSeq 2000	3	3	isogenic	2013-07-31	released	3	5547914284.0
ENCSR799TWV	True			Control ChIP-seq	Homo sapiens adrenal gland tissue female adult (30 years)	Bing Ren, UCSD	UBERON:0002369	adrenal gland	tissue	endocrine gland,adrenal gland		mesoderm,ectoderm	endocrine system	Homo sapiens	ENCDO424HVB	female	adult	30	year	European	single-ended	Illumina HiSeq 2000	1	2	unreplicated	2013-07-31	released	3	2390595317.0
ENCSR799VTP	True			Control ChIP-seq	Homo sapiens with mild cognitive impairment; dorsolateral prefrontal cortex tissue female adult (83 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO832DBZ	female	adult	83	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-04-12	released	8	4826420111.0
ENCSR801IPH	False	ENCSR775IMI	H3K27ac	Histone ChIP-seq	Homo sapiens gastrocnemius medialis tissue male adult (37 years)	Bradley Bernstein, Broad	UBERON:0011907	gastrocnemius medialis	tissue	musculature of body,limb		mesoderm	musculature	Homo sapiens	ENCDO845WKR	male	adult	37	year		single-ended	Illumina HiSeq 2500	2	6	isogenic	2016-10-24	released	6	10963487585.0
ENCSR803JPO	True			Control ChIP-seq	Homo sapiens spleen tissue male adult (54 years)	Bradley Bernstein, Broad	UBERON:0002106	spleen	tissue	immune organ,spleen		mesoderm	immune system,digestive system	Homo sapiens	ENCDO451RUA	male	adult	54	year		single-ended	Illumina HiSeq 2500	2	4	isogenic	2019-02-08	released	12	9578046049.0
ENCSR803UDX	True			Control ChIP-seq	Homo sapiens neuroepithelial stem cell stably expressing HES5 originated from H9	Bradley Bernstein, Broad	CL:0002259	neuroepithelial stem cell	in vitro differentiated cells	embryo,epithelium	stem cell			Homo sapiens	ENCDO222AAA	female	embryonic	5	day		single-ended	Illumina HiSeq 2000	2	2	isogenic	2015-08-03	released	2	4203522735.0
ENCSR804MAP	False	ENCSR293XMP	H3K27ac	Histone ChIP-seq	Homo sapiens HUES64	Bradley Bernstein, Broad	EFO:0007089	HUES64	cell line	embryo	embryonic cell,stem cell			Homo sapiens	ENCDO424FTP	male	embryonic				single-ended	Illumina HiSeq 2000	2	2	isogenic	2013-07-31	released	4	2409715233.0
ENCSR807FIZ	True			Control ChIP-seq	Homo sapiens tibial artery tissue male adult (37 years)	Bradley Bernstein, Broad	UBERON:0007610	tibial artery	tissue	limb,blood vessel,arterial blood vessel,vasculature		mesoderm	circulatory system	Homo sapiens	ENCDO845WKR	male	adult	37	year		single-ended	Illumina HiSeq 2500	1	2	unreplicated	2019-07-19	released	4	3511622366.0
ENCSR807TBS	False	ENCSR394ZWY	H3K27ac	Histone ChIP-seq	Homo sapiens with mild cognitive impairment; dorsolateral prefrontal cortex tissue female adult (87 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO354SJE	female	adult	87	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-05-06	released	8	2136063908.0
ENCSR807XUB	False	ENCSR099RQB	H3K27ac	Histone ChIP-seq	Homo sapiens sigmoid colon tissue male adult (37 years)	Bradley Bernstein, Broad	UBERON:0001159	sigmoid colon	tissue	intestine,colon,large intestine		endoderm	digestive system	Homo sapiens	ENCDO845WKR	male	adult	37	year		single-ended	Illumina HiSeq 2500	1	2	unreplicated	2019-09-11	released	4	5467738421.0
ENCSR810EPZ	False	ENCSR123WDC	H3K27ac	Histone ChIP-seq	Homo sapiens CD8-positive, alpha-beta memory T cell	Bradley Bernstein, Broad	CL:0000909	CD8-positive, alpha-beta memory T cell	primary cell	bodily fluid,blood	leukocyte,CD8+ T cell,T cell,hematopoietic cell		immune system	Homo sapiens	ENCDO922CEJ	unknown	unknown				single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	3	1049024996.0
ENCSR810RRR	True			Control ChIP-seq	Homo sapiens mesendoderm originated from H1	Bing Ren, UCSD	NTR:0000856	mesendoderm	in vitro differentiated cells	embryo		endoderm,mesoderm		Homo sapiens	ENCDO000AAW	male	embryonic				single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	1	921123736.0
ENCSR814KSK	False	ENCSR745AVM	H3K27ac	Histone ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue male adult (82 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO407UTA	male	adult	82	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-09-21	released	8	2126931125.0
ENCSR814QIV	False	ENCSR572GRM	H3K27ac	Histone ChIP-seq	Homo sapiens with Alzheimer's disease; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO470GFA	female	adult	90 or above	year	European	single-ended	Illumina NextSeq 500	2	4	isogenic	2022-06-09	released	24	2841831124.0
ENCSR814XCZ	True			Control ChIP-seq	Homo sapiens A549	Tim Reddy, Duke	EFO:0001086	A549	cell line	lung	cancer cell	endoderm	respiratory system	Homo sapiens	ENCDO000AAZ	male	adult	58	year	European	single-ended	Illumina HiSeq 4000	3	3	isogenic	2017-10-19	released	3	4249647198.0
ENCSR815BDB	True			Control ChIP-seq	Homo sapiens adrenal gland tissue male adult (34 years)	Bing Ren, UCSD	UBERON:0002369	adrenal gland	tissue	endocrine gland,adrenal gland		mesoderm,ectoderm	endocrine system	Homo sapiens	ENCDO058AAA	male	adult	34	year	European	single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	1	2062537605.0
ENCSR818VNL	True			Control ChIP-seq	Homo sapiens ovary tissue female adult (30 years)	Bing Ren, UCSD	UBERON:0000992	ovary	tissue	ovary,gonad			reproductive system	Homo sapiens	ENCDO424HVB	female	adult	30	year	European	single-ended	Illumina HiSeq 2500	1	1	unreplicated	2023-01-31	released	1	1612665294.0
ENCSR819JOI	True			Control ChIP-seq	Homo sapiens tibial artery tissue male adult (54 years)	Bradley Bernstein, Broad	UBERON:0007610	tibial artery	tissue	arterial blood vessel,vasculature,limb,blood vessel		mesoderm	circulatory system	Homo sapiens	ENCDO451RUA	male	adult	54	year		single-ended	Illumina HiSeq 2500	2	2	isogenic	2018-12-11	released	4	7720605996.0
ENCSR820DOR	False	ENCSR452GUC	H3K27ac	Histone ChIP-seq	Homo sapiens BLaER1 120 hours after the sample was treated with 100 nM 17β-estradiol, 10 ng/mL Interleukin-3, 10 ng/mL CSF1	Roderic Guigo, CRG	EFO:0030018	BLaER1	cell line	bone marrow,bone element		mesoderm	immune system,skeletal system	Homo sapiens	ENCDO305PTK	female					single-ended	Illumina HiSeq 2000	2	2	isogenic	2022-05-10	released	3	6922996086.0
ENCSR821DYI	False	ENCSR278ACD	H3K27ac	Histone ChIP-seq	Homo sapiens heart right ventricle tissue female adult (56 years)	Bradley Bernstein, Broad	UBERON:0002080	heart right ventricle	tissue	heart		mesoderm	circulatory system	Homo sapiens	ENCDO907YUG	female	adult	56	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-09-21	released	8	3694053303.0
ENCSR822YWX	True			Control ChIP-seq	Homo sapiens with Cognitive impairment; dorsolateral prefrontal cortex tissue female adult (86 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO845GYA	female	adult	86	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-04-12	released	8	3434939326.0
ENCSR822ZIG	False	ENCSR590YGY	H3K27ac	Histone ChIP-seq	Homo sapiens foreskin fibroblast male newborn	Joseph Costello, UCSF	CL:1001608	foreskin fibroblast	primary cell	penis,connective tissue,skin of body	fibroblast,connective tissue cell	ectoderm,mesoderm	reproductive system,integumental system	Homo sapiens	ENCDO686OPO	male	newborn				paired-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	2	2372513365.0
ENCSR826UTD	False	ENCSR328AHC	H3K27ac	Histone ChIP-seq	Homo sapiens PC-3	Bradley Bernstein, Broad	EFO:0002074	PC-3	cell line	prostate gland	cancer cell	mesoderm,endoderm	reproductive system	Homo sapiens	ENCDO349AAA	male	adult	62	year	European	single-ended	Illumina HiSeq 2000	2	2	isogenic	2016-05-03	released	2	3936387202.0
ENCSR828DDP	True			Control ChIP-seq	Homo sapiens T-helper 17 cell treated with phorbol 13-acetate 12-myristate, ionomycin	Bradley Bernstein, Broad	CL:0000899	T-helper 17 cell	primary cell	bodily fluid,blood	leukocyte,T cell,CD4+ T cell,hematopoietic cell	mesoderm,endoderm	immune system	Homo sapiens	ENCDO194EHQ	unknown	unknown				single-ended	Illumina HiSeq 2000	2	2	anisogenic	2013-07-31	released	6	3511805138.0
ENCSR828HXJ	True			Control ChIP-seq	Homo sapiens adrenal gland tissue male adult (54 years)	Bradley Bernstein, Broad	UBERON:0002369	adrenal gland	tissue	endocrine gland,adrenal gland		mesoderm,ectoderm	endocrine system	Homo sapiens	ENCDO451RUA	male	adult	54	year		single-ended	Illumina HiSeq 2500	1	1	unreplicated	2016-06-30	released	1	2929832138.0
ENCSR828XQV	True			Control ChIP-seq	Homo sapiens transverse colon tissue female adult (53 years)	Bradley Bernstein, Broad	UBERON:0001157	transverse colon	tissue	colon,intestine,large intestine		endoderm	digestive system	Homo sapiens	ENCDO793LXB	female	adult	53	year		single-ended	Illumina HiSeq 2500	2	4	isogenic	2016-11-03	released	12	7010919391.0
ENCSR830EXC	False	ENCSR698YQL	H3K27ac	Histone ChIP-seq	Homo sapiens with Alzheimer's disease; dorsolateral prefrontal cortex tissue female adult (74 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO907CMO	female	adult	74	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-05-06	released	8	2370195171.0
ENCSR831CKP	True			Control ChIP-seq	Homo sapiens CD4-positive, CD25-positive, alpha-beta regulatory T cell	Bradley Bernstein, Broad	CL:0000792	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	bodily fluid,blood	leukocyte,T cell,CD4+ T cell,hematopoietic cell	mesoderm,endoderm	immune system	Homo sapiens	ENCDO779YRY	unknown	unknown				single-ended	Illumina HiSeq 2000	2	2	anisogenic	2013-07-31	released	6	3879484347.0
ENCSR831HVP	True			Control ChIP-seq	Homo sapiens caudate nucleus tissue male adult (81 years)	Bradley Bernstein, Broad	UBERON:0001873	caudate nucleus	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO980BZD	male	adult	81	year		single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	6	1555012901.0
ENCSR833HBT	True			Control ChIP-seq	Homo sapiens body of pancreas tissue female adult (53 years)	Bradley Bernstein, Broad	UBERON:0001150	body of pancreas	tissue	pancreas		endoderm		Homo sapiens	ENCDO793LXB	female	adult	53	year		single-ended	Illumina HiSeq 2500	1	1	unreplicated	2016-11-03	released	2	3257905197.0
ENCSR835ARG	True			Control ChIP-seq	Homo sapiens skeletal muscle tissue tissue female adult (72 years)	Bradley Bernstein, Broad	UBERON:0001134	skeletal muscle tissue	tissue	musculature of body		mesoderm	musculature	Homo sapiens	ENCDO357DNR	female	adult	72	year	European	single-ended	Illumina Genome Analyzer IIx	1	1	unreplicated	2013-07-31	released	1	1592110559.0
ENCSR835MMN	False	ENCSR899XXQ	H3K27ac	Histone ChIP-seq	Homo sapiens SK-N-MC	Bradley Bernstein, Broad	EFO:0002860	SK-N-MC	cell line	epithelium,brain	cancer cell,epithelial cell	ectoderm	central nervous system	Homo sapiens	ENCDO000ABC	female	child	14	year	European	paired-ended	Illumina HiSeq 2000	2	2	isogenic	2016-11-18	released	2	4628144323.0
ENCSR835OJV	False	ENCSR072QNY	H3K27ac	Histone ChIP-seq	Homo sapiens CD8-positive, alpha-beta T cell	Bradley Bernstein, Broad	CL:0000625	CD8-positive, alpha-beta T cell	primary cell	bodily fluid,blood	leukocyte,CD8+ T cell,T cell,hematopoietic cell	mesoderm,endoderm	immune system	Homo sapiens	ENCDO922CEJ	unknown	unknown				single-ended	Illumina HiSeq 2000	2	2	anisogenic	2013-07-31	released	6	2154677379.0
ENCSR836KPL	True			Control ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO006DAA	female	adult	90 or above	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-06-21	released	8	3105080989.0
ENCSR836XKP	True			Control ChIP-seq	Homo sapiens ACC112	Bradley Bernstein, Broad	EFO:0007070	ACC112	cell line	exocrine gland,mouth,epithelium	epithelial cell,cancer cell		exocrine system,digestive system	Homo sapiens	ENCDO085ZKK	male	adult	70	year		single-ended	Illumina HiSeq 2500	2	3	isogenic	2016-10-27	released	5	11803582296.0
ENCSR837CSL	False	ENCSR071ILJ	H3K27ac	Histone ChIP-seq	Homo sapiens adrenal gland tissue female adult (41 years)	Bradley Bernstein, Broad	UBERON:0002369	adrenal gland	tissue	adrenal gland,endocrine gland		ectoderm,mesoderm	endocrine system	Homo sapiens	ENCDO575WHY	female	adult	41	year	European	single-ended	Illumina NextSeq 500	2	5	isogenic	2020-09-10	released	16	4993319647.0
ENCSR837DVF	False	ENCSR454FJM	H3K27ac	Histone ChIP-seq	Homo sapiens lower lobe of right lung tissue male adult (60 years)	Bradley Bernstein, Broad	UBERON:0002171	lower lobe of right lung	tissue	lung		endoderm	respiratory system	Homo sapiens	ENCDO520EJG	male	adult	60	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2022-06-09	released	8	2718006575.0
ENCSR837RXS	True			Control ChIP-seq	Homo sapiens chorionic villus tissue female embryo (40 weeks)	Joseph Costello, UCSF	UBERON:0007106	chorionic villus	tissue	placenta,embryo,extraembryonic component		mesoderm	reproductive system	Homo sapiens	ENCDO651ROT	female	embryonic	40	week	European	single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	4	5298038102.0
ENCSR837SGJ	False	ENCSR124GAS	H3K27ac	Histone ChIP-seq	Homo sapiens Peyer's patch tissue female adult (53 years)	Bradley Bernstein, Broad	UBERON:0001211	Peyer's patch	tissue	intestine,lymphoid tissue		mesoderm,endoderm	immune system,digestive system	Homo sapiens	ENCDO793LXB	female	adult	53	year		single-ended	Illumina HiSeq 2500	1	1	unreplicated	2016-11-03	released	2	2720368227.0
ENCSR838ZAU	True			Control ChIP-seq	Homo sapiens A549	Tim Reddy, Duke	EFO:0001086	A549	cell line	lung	cancer cell	endoderm	respiratory system	Homo sapiens	ENCDO000AAZ	male	adult	58	year	European	single-ended	Illumina HiSeq 2000	3	3	isogenic	2016-07-21	released	3	2030180008.0
ENCSR839GXY	False	ENCSR145RXI	H3K27ac	Histone ChIP-seq	Homo sapiens heart right ventricle tissue male adult (73 years)	Bradley Bernstein, Broad	UBERON:0002080	heart right ventricle	tissue	heart		mesoderm	circulatory system	Homo sapiens	ENCDO804CLC	male	adult	73	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-09-21	released	8	2291469731.0
ENCSR839VEU	True			Control ChIP-seq	Homo sapiens heart right ventricle tissue male adult (40 years)	Bradley Bernstein, Broad	UBERON:0002080	heart right ventricle	tissue	heart		mesoderm	circulatory system	Homo sapiens	ENCDO392CRK	male	adult	40	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2020-07-06	released	8	2711367546.0
ENCSR840FCT	False	ENCSR918ESG	H3K27ac	Histone ChIP-seq	Homo sapiens placenta tissue male embryo	Bradley Bernstein, Broad	UBERON:0001987	placenta	tissue	placenta,extraembryonic component		mesoderm	reproductive system	Homo sapiens	ENCDO225QCT	male	embryonic				single-ended	Illumina NextSeq 500	1	2	unreplicated	2022-06-09	released	8	2748918254.0
