Sample_ID	Species	Data_source	Biosample_type	Tissue_type	Biosample_name	Case_ID_Name	Input_ID_Name
SE_02_0600	Human	NCBI GEO/SRA	Cell line	Mammary gland	MCF10A_p53shRNA_DMSO	GSM3020097	GSM3020105
SE_02_0601	Human	NCBI GEO/SRA	Cell line	Mammary gland	MCF10A_p53shRNA_Nutlin3A	GSM3020099	GSM3020106
SE_02_0602	Human	NCBI GEO/SRA	Cell line	Mammary gland	MCF10A_p63shRNA_DMSO	GSM3020101	GSM3020107
SE_02_0603	Human	NCBI GEO/SRA	Cell line	Mammary gland	MCF10A_p63shRNA_Nutlin3A	GSM3020103	GSM3020108
SE_02_0604	Human	NCBI GEO/SRA	Cell line	Mammary gland	MCF10A_scrshRNA_DMSO	GSM3020109	GSM3020111
SE_02_0605	Human	NCBI GEO/SRA	Tissue	Skin	Skin Fibroblast_DMSO	GSM3020119	GSM3020120
SE_02_0606	Human	NCBI GEO/SRA	Tissue	Skin	Skin Fibroblast_Nutlin3A	GSM3020123	GSM3020124
SE_02_0607	Human	NCBI GEO/SRA	Cell line	Colon	HCT116 TP53-/-_Nutlin-3A	GSM3020148	GSM3020143
SE_02_0608	Human	NCBI GEO/SRA	Cell line	Colon	HCT116_Nutlin-3A	GSM3020154	GSM3020146
SE_02_0609	Human	NCBI GEO/SRA	Cell line	Liposarcoma	LPS141	GSM3027215	GSM3027214
SE_02_0610	Human	NCBI GEO/SRA	Cell line	Liposarcoma	MLS 1765-92	GSM3027231	GSM3027230
SE_02_0611	Human	NCBI GEO/SRA	Tissue	Liposarcoma	DDLPS_T1	GSM3307292	GSM3307291
SE_02_0612	Human	NCBI GEO/SRA	Tissue	Liposarcoma	DDLPS_T2	GSM3307294	GSM3307293
SE_02_0613	Human	NCBI GEO/SRA	Tissue	Liposarcoma	MLPS_T1	GSM3307296	GSM3307295
SE_02_0614	Human	NCBI GEO/SRA	Tissue	Liposarcoma	MLPS_T2	GSM3307298	GSM3307297
SE_02_0615	Human	NCBI GEO/SRA	Primary cell	Liposarcoma	liposarcoma cells_MLS402	GSM3027225	GSM3027224
SE_02_0616	Human	NCBI GEO/SRA	Primary cell	Liposarcoma	liposarcoma cells_LP6	GSM3027233	GSM3027232
SE_02_0617	Human	NCBI GEO/SRA	Primary cell	HSPC	FL CD34+CD38-/lowCD90+ HSPC	GSM3738884	GSM3032071
SE_02_0618	Human	NCBI GEO/SRA	Cell line	Head and Neck	HPV+ HNSCC_SCC-090	GSM3510061	GSM3510065
SE_02_0619	Human	NCBI GEO/SRA	Cell line	Head and Neck	HPV+ HNSCC_SCC-047	GSM3510066	GSM3510070
SE_02_0620	Human	NCBI GEO/SRA	Primary cell	Aortic	Aortic Endothelial Cells_DF	GSM3067882	GSM3067892
SE_02_0621	Human	NCBI GEO/SRA	Primary cell	Aortic	Aortic Endothelial Cells_UF	GSM3067883	GSM3067893
SE_02_0622	Human	NCBI GEO/SRA	Cell line	Blood	EOL1_Naive	GSM3094374	GSM3094366
SE_02_0623	Human	NCBI GEO/SRA	Cell line	Mammary gland	TAMR_E2	GSM3096443	GSM3096449
SE_02_0624	Human	NCBI GEO/SRA	Cell line	Mammary gland	TAMR_VEH	GSM3096458	GSM3096467
SE_02_0625	Human	NCBI GEO/SRA	Cell line	Mammary gland	WS8_4OHT	GSM3096473	GSM3096479
SE_02_0626	Human	NCBI GEO/SRA	Cell line	Mammary gland	WS8_E2	GSM3096485	GSM3096491
SE_02_0627	Human	NCBI GEO/SRA	Cell line	Mammary gland	WS8_VEH	GSM3096500	GSM3096509
SE_02_0628	Human	NCBI GEO/SRA	Cell line	Brain	CHP-134	GSM3097931	GSM3097932
SE_02_0629	Human	NCBI GEO/SRA	Cell line	Gastrointestinal Stromal	GIST-T1_DMSO	GSM3100241	GSM3100242
SE_02_0630	Human	NCBI GEO/SRA	Cell line	Gastrointestinal Stromal	GIST-T1_Imatinib	GSM3100243	GSM3100244
SE_02_0631	Human	NCBI GEO/SRA	Cell line	Gastrointestinal Stromal	GIST-T1_JQ1	GSM3100245	GSM3100246
SE_02_0632	Human	NCBI GEO/SRA	Cell line	Gastrointestinal Stromal	GIST-48B_DMSO	GSM3100247	GSM3100248
SE_02_0633	Human	NCBI GEO/SRA	Cell line	Gastrointestinal Stromal	GIST-48B_Imatinib	GSM3100249	GSM3100250
SE_02_0634	Human	NCBI GEO/SRA	Cell line	Gastrointestinal Stromal	GIST-48B_JQ1	GSM3100251	GSM3100252
SE_02_0635	Human	NCBI GEO/SRA	Cell line	Synovial sarcoma	HSSYII_Untreated	GSM3100601	GSM3100602
SE_02_0636	Human	NCBI GEO/SRA	Cell line	Skin	BJ5ta	GSM3102901	GSM3102890
SE_02_0637	Human	NCBI GEO/SRA	Primary cell	Fibroblast	fibroblast_WT_GM07492	GSM3970384	GSM3970386
SE_02_0638	Human	NCBI GEO/SRA	Primary cell	Fibroblast	HGPS fibroblast_LMNA_AG11498	GSM3970385	GSM3970392
SE_02_0639	Human	NCBI GEO/SRA	Tissue	Blood	T-ALL PDX	GSM3109178	GSM3109179
SE_02_0640	Human	NCBI GEO/SRA	Cell line	Mammary gland	MDA-MB-436_DMSO	GSM3111081	GSM3111078
SE_02_0641	Human	NCBI GEO/SRA	Cell line	Mammary gland	MDA-MB-436_20A paclitaxel	GSM3111086	GSM3111083
SE_02_0642	Human	NCBI GEO/SRA	Cell line	Mammary gland	MDA-MB-436_20C paclitaxel	GSM3111096	GSM3111093
SE_02_0643	Human	NCBI GEO/SRA	Cell line	Mammary gland	MDA-MB-436	GSM3111091	GSM3111088
SE_02_0644	Human	NCBI GEO/SRA	Primary cell	Tracheobronchial epithelial	HTBE_H1N1_12h	GSM3112320	GSM3112322
SE_02_0645	Human	NCBI GEO/SRA	Primary cell	Tracheobronchial epithelial	HTBE_H1N1_18h	GSM3112323	GSM3112325
SE_02_0646	Human	NCBI GEO/SRA	Primary cell	Tracheobronchial epithelial	HTBE_H1N1_24h	GSM3112326	GSM3112328
SE_02_0647	Human	NCBI GEO/SRA	Primary cell	Tracheobronchial epithelial	HTBE_H1N1_mock	GSM3112329	GSM3112331
SE_02_0648	Human	NCBI GEO/SRA	Primary cell	Tracheobronchial epithelial	HTBE_H3N2_03h	GSM3112332	GSM3112334
SE_02_0649	Human	NCBI GEO/SRA	Primary cell	Tracheobronchial epithelial	HTBE_H3N2_06h	GSM3112335	GSM3112337
SE_02_0650	Human	NCBI GEO/SRA	Primary cell	Tracheobronchial epithelial	HTBE_H3N2_12h	GSM3112338	GSM3112340
SE_02_0651	Human	NCBI GEO/SRA	Primary cell	Tracheobronchial epithelial	HTBE_H3N2_18h	GSM3112341	GSM3112343
SE_02_0652	Human	NCBI GEO/SRA	Primary cell	Tracheobronchial epithelial	HTBE_H3N2_mock	GSM3112344	GSM3112346
SE_02_0653	Human	NCBI GEO/SRA	Primary cell	Tracheobronchial epithelial	HTBE_H5N1_03h	GSM3112347	GSM3112349
SE_02_0654	Human	NCBI GEO/SRA	Primary cell	Tracheobronchial epithelial	HTBE_H5N1_06h	GSM3112351	GSM3112353
SE_02_0655	Human	NCBI GEO/SRA	Primary cell	Tracheobronchial epithelial	HTBE_H5N1_12h	GSM3112355	GSM3112357
SE_02_0656	Human	NCBI GEO/SRA	Primary cell	Tracheobronchial epithelial	HTBE_H5N1_mock	GSM3112363	GSM3112367
SE_02_0657	Human	NCBI GEO/SRA	Primary cell	Tracheobronchial epithelial	HTBE_H1N1_06h	GSM3112317	GSM3112319
SE_02_0658	Human	NCBI GEO/SRA	Primary cell	Tracheobronchial epithelial	HTBE_H5N1_18h	GSM3112359	GSM3112361
SE_02_0659	Human	NCBI GEO/SRA	Cell line	Lung	H23	GSM2801174	GSM2801192
SE_02_0660	Human	NCBI GEO/SRA	Primary cell	Mammary gland	MCF10DCIS	GSM3123433	GSM3123432
SE_02_0661	Human	NCBI GEO/SRA	Primary cell	Mammary gland	MCF10DCIS-TetTCF7	GSM3123434	GSM3123435
SE_02_0662	Human	NCBI GEO/SRA	Primary cell	Mammary gland	N250		
SE_02_0663	Human	NCBI GEO/SRA	Cell line	Thyroid	TT	GSM3132041	GSM3132042
SE_02_0664	Human	NCBI GEO/SRA	Cell line	Prostate	LNCaP_DMSO	GSM3138725	GSM3138729
SE_02_0665	Human	NCBI GEO/SRA	Cell line	Prostate	RWPE1 Schlap1 rep1	GSM3140961	GSM3140971
SE_02_0666	Human	NCBI GEO/SRA	Cell line	Prostate	RWPE1 Lacz rep1	GSM3140959	GSM3140977
SE_02_0667	Human	NCBI GEO/SRA	Tissue	Mammary gland	MCF7_FA	GSM3149036	GSM3149113
SE_02_0668	Human	NCBI GEO/SRA	Tissue	Prostate	prostate cancer FA	GSM3149042	GSM3149115
SE_02_0669	Human	NCBI GEO/SRA	Tissue	Prostate	prostate cancer_DSG	GSM3149043	GSM3149114
SE_02_0670	Human	NCBI GEO/SRA	Tissue	Mammary gland	breast cancer FA	GSM3149068	GSM3149117
SE_02_0671	Human	NCBI GEO/SRA	Tissue	Mammary gland	breast cancer_DSG	GSM3149069	GSM3149116
SE_02_0672	Human	NCBI GEO/SRA	Tissue	Endometrium	endometrium cancer_DSG	GSM3149097	GSM3149118
SE_02_0673	Human	NCBI GEO/SRA	Cell line	Prostate	LNCAP_FA	GSM3149028	GSM3149112
SE_02_0674	Human	NCBI GEO/SRA	Cell line	Endometrium	E1_FA	GSM3149096	GSM3149119
SE_02_0675	Human	NCBI GEO/SRA	Primary cell	Embryo	H1 hESC-derived neural progenitor cells_Smad_0hr	GSM3163826	GSM3163840
SE_02_0676	Human	NCBI GEO/SRA	Primary cell	Embryo	H1 hESC-derived neural progenitor cells_Smad_3hr	GSM3163827	GSM3163841
SE_02_0677	Human	NCBI GEO/SRA	Primary cell	Embryo	H1 hESC-derived neural progenitor cells_Smad_6hr	GSM3163828	GSM3163842
SE_02_0678	Human	NCBI GEO/SRA	Primary cell	Embryo	H1 hESC-derived neural progenitor cells_Smad_12hr	GSM3163829	GSM3163843
SE_02_0679	Human	NCBI GEO/SRA	Primary cell	Embryo	H1 hESC-derived neural progenitor cells_Smad_24hr	GSM3163830	GSM3163844
SE_02_0680	Human	NCBI GEO/SRA	Primary cell	Embryo	H1 hESC-derived neural progenitor cells_Smad_48hr	GSM3163831	GSM3163845
SE_02_0681	Human	NCBI GEO/SRA	Primary cell	Embryo	H1 hESC-derived neural progenitor cells_Smad_72hr	GSM3163832	GSM3163846
SE_02_0682	Human	NCBI GEO/SRA	Cell line	Blood	Kasumi-1	GSM3165517	GSM3165520
SE_02_0683	Human	NCBI GEO/SRA	Cell line	Lung	DMS114	GSM3165619	GSM3165620
SE_02_0684	Human	NCBI GEO/SRA	Cell line	Lung	DMS79	GSM3165623	GSM3165624
SE_02_0685	Human	NCBI GEO/SRA	Cell line	Lung	NCI-H1048_no infection	GSM3165627	GSM3165628
SE_02_0686	Human	NCBI GEO/SRA	Cell line	Lung	NCI-H128_no infection	GSM3165631	GSM3165632
SE_02_0687	Human	NCBI GEO/SRA	Cell line	Lung	NCI-H146_no infection	GSM3165635	GSM3165636
SE_02_0688	Human	NCBI GEO/SRA	Cell line	Lung	NCI-H211_no infection	GSM3165639	GSM3165640
SE_02_0689	Human	NCBI GEO/SRA	Cell line	Lung	NCI-H446_no infection	GSM3165643	GSM3165644
SE_02_0690	Human	NCBI GEO/SRA	Cell line	Lung	NCI-H510A_no infection	GSM3165647	GSM3165648
SE_02_0691	Human	NCBI GEO/SRA	Cell line	Lung	NCI-H524_no infection	GSM3165651	GSM3165652
SE_02_0692	Human	NCBI GEO/SRA	Cell line	Lung	NCI-H526_no infection	GSM3165655	GSM3165656
SE_02_0693	Human	NCBI GEO/SRA	Cell line	Lung	NCI-H69_no infection	GSM3165659	GSM3165660
SE_02_0694	Human	NCBI GEO/SRA	Cell line	Lung	NCI-H82_no infection	GSM3165663	GSM3165664
SE_02_0695	Human	NCBI GEO/SRA	Cell line	Lung	NCI-H889_no infection	GSM3165667	GSM3165668
SE_02_0696	Human	NCBI GEO/SRA	Cell line	Lung	COR-L311	GSM3165671	GSM3165672
SE_02_0697	Human	NCBI GEO/SRA	Cell line	Lung	NCI-H1048-cas9_sgHROSA	GSM3165675	GSM3165676
SE_02_0698	Human	NCBI GEO/SRA	Cell line	Lung	NCI-H1048-cas9_sgPOU2F3	GSM3165677	GSM3165678
SE_02_0699	Human	NCBI GEO/SRA	Cell line	Brain	Kelly_shB4_Res	GSM3172686	GSM3172688
SE_02_0700	Human	NCBI GEO/SRA	Cell line	Brain	Kelly_shLUC_Res	GSM3172698	GSM3172700
SE_02_0701	Human	NCBI GEO/SRA	Cell line	Bone	David_TC32	GSM3172713	GSM3172715
SE_02_0702	Human	NCBI GEO/SRA	Cell line	Bone	David_TC71	GSM3172721	GSM3172723
SE_02_0703	Human	NCBI GEO/SRA	Cell line	Pancreas	PATU8988S WT	GSM3178663	GSM3178662
SE_02_0704	Human	NCBI GEO/SRA	Cell line	Pancreas	HPAFII WT	GSM3178665	GSM3178664
SE_02_0705	Human	NCBI GEO/SRA	Cell line	Pancreas	AsPC1 WT	GSM3178667	GSM3178666
SE_02_0706	Human	NCBI GEO/SRA	Cell line	Pancreas	SUIT2 WT	GSM3178669	GSM3178668
SE_02_0707	Human	NCBI GEO/SRA	Cell line	Pancreas	BxPC3 WT	GSM3178671	GSM3178670
SE_02_0708	Human	NCBI GEO/SRA	Primary cell	Pancreas	hF3 organoid	GSM3178673	GSM3178672
SE_02_0709	Human	NCBI GEO/SRA	Primary cell	Pancreas	hT85_organoid	GSM3178675	GSM3178674
SE_02_0710	Human	NCBI GEO/SRA	Primary cell	Pancreas	hN34_organoid	GSM3178677	GSM3178676
SE_02_0711	Human	NCBI GEO/SRA	Primary cell	Pancreas	hN35_organoid	GSM3178679	GSM3178678
SE_02_0712	Human	NCBI GEO/SRA	Primary cell	Pancreas	BxPC3_sgNEG	GSM3178681	GSM3178680
SE_02_0713	Human	NCBI GEO/SRA	Primary cell	Pancreas	BxPC3_sgTP63	GSM3178683	GSM3178682
SE_02_0714	Human	NCBI GEO/SRA	Cell line	Pancreas	SUIT2_MTV	GSM3178687	GSM3178686
SE_02_0715	Human	NCBI GEO/SRA	Cell line	Pancreas	SUIT2_TP63dN	GSM3178689	GSM3178688
SE_02_0716	Human	NCBI GEO/SRA	Cell line	Pancreas	SUIT2_GFP	GSM3376436	GSM3178692
SE_02_0717	Human	NCBI GEO/SRA	Cell line	Pancreas	HPAFII_GFP_DOX	GSM3376440	GSM3376439
SE_02_0718	Human	NCBI GEO/SRA	Cell line	Pancreas	PATU8988S_GFP_DOX	GSM3376442	GSM3376441
SE_02_0719	Human	NCBI GEO/SRA	Cell line	Pancreas	SUIT2_TP63dN_DOX	GSM3376444	GSM3376443
SE_02_0720	Human	NCBI GEO/SRA	Cell line	Pancreas	AsPC1_TP63dN_DOX	GSM3376446	GSM3376445
SE_02_0721	Human	NCBI GEO/SRA	Cell line	Pancreas	HPAFII_TP63dN_DOX	GSM3376448	GSM3376447
SE_02_0722	Human	NCBI GEO/SRA	Cell line	Pancreas	PATU8988S_TP63dN_DOX	GSM3376450	GSM3376449
SE_02_0723	Human	NCBI GEO/SRA	Cell line	Pancreas	MIAPaca2 WT	GSM3376452	GSM3376451
SE_02_0724	Human	NCBI GEO/SRA	Primary cell	Pancreatic duct	AsPC1_GFP_DOX	GSM3376438	GSM3376437
SE_02_0725	Human	NCBI GEO/SRA	Cell line	Mammary gland	MCF10A-YAP5SA_ctrl	GSM3189840	GSM3189828
SE_02_0726	Human	NCBI GEO/SRA	Cell line	Mammary gland	MCF10A-YAP5SA_plusDOX	GSM3189841	GSM3189829
SE_02_0727	Human	NCBI GEO/SRA	Cell line	Fetal lung	IMR90_Etoposide	GSM3195624	GSM3195626
SE_02_0728	Human	NCBI GEO/SRA	Tissue	Lymphoma	I10_Mantle cell lymphoma tissue_DMSO	GSM3208904	GSM3208905
SE_02_0729	Human	NCBI GEO/SRA	Tissue	Lymphoma	I10_Mantle cell lymphoma tissue_THZ1	GSM3208906	GSM3208907
SE_02_0730	Human	NCBI GEO/SRA	Tissue	Lymphoma	J4_Mantle cell lymphoma tissue_DMSO	GSM3208908	GSM3208909
SE_02_0731	Human	NCBI GEO/SRA	Tissue	Lymphoma	J4_Mantle cell lymphoma tissue_THZ1	GSM3208910	GSM3208911
SE_02_0732	Human	NCBI GEO/SRA	Tissue	Lymphoma	L20_Mantle cell lymphoma tissue_DMSO	GSM3208912	GSM3208913
SE_02_0733	Human	NCBI GEO/SRA	Tissue	Lymphoma	L20_Mantle cell lymphoma tissue_THZ1	GSM3208914	GSM3208915
SE_02_0734	Human	NCBI GEO/SRA	Tissue	Lymphoma	PAR_Mantle cell lymphoma tissue_DMSO	GSM3208916	GSM3208917
SE_02_0735	Human	NCBI GEO/SRA	Tissue	Lymphoma	PAR_Mantle cell lymphoma tissue_THZ1	GSM3208918	GSM3208919
SE_02_0736	Human	NCBI GEO/SRA	Tissue	Blood	Pt24_leukemia cell_THZ1	GSM3208936	GSM3208937
SE_02_0737	Human	NCBI GEO/SRA	Tissue	Blood	Pt17_leukemia cell_THZ1	GSM3208938	GSM3208939
SE_02_0738	Human	NCBI GEO/SRA	Tissue	Blood	Pt22_leukemia cell_THZ1	GSM3208940	GSM3208941
SE_02_0739	Human	NCBI GEO/SRA	Cell line	Blood	Nalm6	GSM3210231	GSM3210233
SE_02_0740	Human	NCBI GEO/SRA	Cell line	Muscle	RH3	GSM3229488	GSM3229489
SE_02_0741	Human	NCBI GEO/SRA	Cell line	Muscle	RH30	GSM3229497	GSM3229498
SE_02_0742	Human	NCBI GEO/SRA	Stem cell	Embryo	ESCs_day0	GSM3262992	GSM3263052
SE_02_0743	Human	NCBI GEO/SRA	Primary cell	Embryo	ES derived mesoderm_day2	GSM3262994	GSM3263054
SE_02_0744	Human	NCBI GEO/SRA	Primary cell	Embryo	ES derived cardiac mesoderm_day5	GSM3262996	GSM3263056
SE_02_0745	Human	NCBI GEO/SRA	Primary cell	Embryo	ES derived cardiac progenitor cells_day7	GSM3262998	GSM3263058
SE_02_0746	Human	NCBI GEO/SRA	Primary cell	Embryo	ES derived primitive cardiomyocite_day15	GSM3263000	GSM3263060
SE_02_0747	Human	NCBI GEO/SRA	Primary cell	Embryo	ES derived ventricular cardiomyocyte_day80	GSM3263002	GSM3263062
SE_02_0748	Human	NCBI GEO/SRA	Cell line	Mammary gland	HCC1599_WO	GSM3263177	GSM3263199
SE_02_0749	Human	NCBI GEO/SRA	Cell line	Mammary gland	HCC1599_GSI	GSM3263179	GSM3263198
SE_02_0750	Human	NCBI GEO/SRA	Cell line	Lymphoma	Rec-1_GSI	GSM3263214	GSM3263217
SE_02_0751	Human	NCBI GEO/SRA	Cell line	Lymphoma	Rec-1_WO	GSM3263212	GSM3263218
SE_02_0752	Human	NCBI GEO/SRA	Primary cell	Embryo	ES-derived progenitors_DE_wild type	GSM3271971	GSM3272011
SE_02_0753	Human	NCBI GEO/SRA	Primary cell	Embryo	ES-derived progenitors_FG type	GSM3271973	GSM3272013
SE_02_0754	Human	NCBI GEO/SRA	Primary cell	Embryo	ES-derived progenitors Pancreatic Progenitors 1 WT	GSM3271975	GSM3272015
SE_02_0755	Human	NCBI GEO/SRA	Primary cell	Embryo	ES-derived progenitors_DE FOXA2 -/-	GSM3271977	GSM3272018
SE_02_0756	Human	NCBI GEO/SRA	Primary cell	Embryo	ES-derived progenitors_FG FOXA2 -/-	GSM3271979	GSM3272019
SE_02_0757	Human	NCBI GEO/SRA	Primary cell	Embryo	ES-derived progenitors_FOXA2 -/-	GSM3271981	GSM3272020
SE_02_0758	Human	NCBI GEO/SRA	Cell line	Peripheral blood	REH	GSM3307217	GSM3307218
SE_02_0759	Human	NCBI GEO/SRA	Cell line	Ovary	BIN-67_Control	GSM3307910	GSM3307882
SE_02_0760	Human	NCBI GEO/SRA	Cell line	Ovary	BIN-67_SMARCA4	GSM3307916	GSM3307887
SE_02_0761	Human	NCBI GEO/SRA	Cell line	Ovary	BIN-67_SMARCA4.T910M	GSM3307914	GSM3307908
SE_02_0762	Human	NCBI GEO/SRA	Primary cell	Podocyte	podocyte_CTL	GSM3314497	GSM3314499
SE_02_0763	Human	NCBI GEO/SRA	Primary cell	Podocyte	podocyte_DEX	GSM3314498	GSM3314499
SE_02_0764	Human	NCBI GEO/SRA	Cell line	Prostate	LNCaP_DHT_DMSO_6h	GSM3323539	GSM3323541
SE_02_0765	Human	NCBI GEO/SRA	Cell line	Prostate	22RV1-DHT-DMSO_6h	GSM3734773	GSM3734774
SE_02_0766	Human	NCBI GEO/SRA	Cell line	Ovary	PEO1	GSM3328052	GSM3328049
SE_02_0767	Human	NCBI GEO/SRA	Cell line	Ovary	OVCA429	GSM3328058	GSM3328055
SE_02_0768	Human	NCBI GEO/SRA	Cell line	Ovary	SKOV3	GSM3328064	GSM3328061
SE_02_0769	Human	NCBI GEO/SRA	Cell line	Ovary	HEYA8	GSM3328070	GSM3328067
SE_02_0770	Human	NCBI GEO/SRA	Cell line	Ovary	OVCA429_shLuc	GSM3328076	GSM3328073
SE_02_0771	Human	NCBI GEO/SRA	Cell line	Ovary	OVCA429_shGRHL2	GSM3328082	GSM3328079
SE_02_0772	Human	NCBI GEO/SRA	Cell line	Prostate	22Rv1_delSite1_Clone11/12-F6	GSM3356418	GSM3356423
SE_02_0773	Human	NCBI GEO/SRA	Cell line	Prostate	22Rv1_delSite4_Clone22/23-F8	GSM3356421	GSM3356424
SE_02_0774	Human	NCBI GEO/SRA	Cell line	Prostate	22Rv1_delSite1_Clone11/12-D8	GSM3356417	GSM3356422
SE_02_0775	Human	NCBI GEO/SRA	Cell line	Pancreas	EndoC-BH1_SE	GSM3333909	GSM3333910
SE_02_0776	Human	NCBI GEO/SRA	Cell line	Pancreas	EndoC-BH1	GSM3333900	GSM3333899
SE_02_0777	Human	NCBI GEO/SRA	Cell line	Mammary gland	MCF7_TAMR	GSM3336884	GSM3336888
SE_02_0778	Human	NCBI GEO/SRA	Cell line	Mammary gland	MCF7_FASR	GSM3336885	GSM3336889
SE_02_0779	Human	NCBI GEO/SRA	Cell line	Lymphoma	U2932	GSM3357687	GSM3357693
SE_02_0780	Human	NCBI GEO/SRA	Cell line	Liver	SMMC-7721	GSM3357691	GSM3357695
SE_02_0781	Human	NCBI GEO/SRA	Primary cell	Lymphoma	Pfeiffer_DMSO	GSM3357689	GSM3357694
SE_02_0782	Human	NCBI GEO/SRA	Cell line	Blood	MEC1	GSM3382050	GSM3382054
SE_02_0783	Human	NCBI GEO/SRA	Cell line	Blood	MEC2	GSM3382051	GSM3382055
SE_02_0784	Human	NCBI GEO/SRA	Cell line	Blood	OSU-CLL	GSM3382052	GSM3382056
SE_02_0785	Human	NCBI GEO/SRA	Cell line	Brain	2097	GSM3382201	GSM3382202
SE_02_0786	Human	NCBI GEO/SRA	Cell line	Brain	2489	GSM3382207	GSM3382208
SE_02_0787	Human	NCBI GEO/SRA	Cell line	Brain	2566	GSM3382213	GSM3382214
SE_02_0788	Human	NCBI GEO/SRA	Stem cell	Brain	3565	GSM3382287	GSM3382288
SE_02_0789	Human	NCBI GEO/SRA	Stem cell	Brain	3752	GSM3382305	GSM3382306
SE_02_0790	Human	NCBI GEO/SRA	Cell line	Brain	DI28	GSM3382197	GSM3382198
SE_02_0791	Human	NCBI GEO/SRA	Cell line	Brain	2455	GSM3382203	GSM3382204
SE_02_0792	Human	NCBI GEO/SRA	Cell line	Brain	2647	GSM3382217	GSM3382218
SE_02_0793	Human	NCBI GEO/SRA	Stem cell	Brain	MES20	GSM3382295	GSM3382296
SE_02_0794	Human	NCBI GEO/SRA	Stem cell	Brain	1552	GSM3382297	GSM3382298
SE_02_0795	Human	NCBI GEO/SRA	Stem cell	Brain	1953	GSM3382299	GSM3382300
SE_02_0796	Human	NCBI GEO/SRA	Stem cell	Brain	2229	GSM3382301	GSM3382302
SE_02_0797	Human	NCBI GEO/SRA	Stem cell	Brain	PNMNK1	GSM3382303	GSM3382304
SE_02_0798	Human	NCBI GEO/SRA	Stem cell	Brain	1919	GSM3382307	GSM3382308
SE_02_0799	Human	NCBI GEO/SRA	Stem cell	Brain	MESMN1	GSM3382309	GSM3382310
SE_02_0800	Human	NCBI GEO/SRA	Stem cell	Brain	3679	GSM3382313	GSM3382314
SE_02_0801	Human	NCBI GEO/SRA	Stem cell	Brain	2235	GSM3382317	GSM3382318
SE_02_0802	Human	NCBI GEO/SRA	Stem cell	Brain	3094	GSM3382319	GSM3382320
SE_02_0803	Human	NCBI GEO/SRA	Cell line	Brain	3128_GBM	GSM3382185	GSM3382186
SE_02_0804	Human	NCBI GEO/SRA	Cell line	Brain	2229_GBM	GSM3382187	GSM3382188
SE_02_0805	Human	NCBI GEO/SRA	Cell line	Brain	2223_GBM	GSM3382191	GSM3382192
SE_02_0806	Human	NCBI GEO/SRA	Cell line	Brain	3332_GBM	GSM3382193	GSM3382194
SE_02_0807	Human	NCBI GEO/SRA	Primary cell	Pancreatic duct	pancreatic epithelial cells_ARID1A_KO	GSM3386004	GSM3386005
SE_02_0808	Human	NCBI GEO/SRA	Cell line	Ovary	RMG1_ARID1A KO	GSM3392693	GSM3392699
SE_02_0809	Human	NCBI GEO/SRA	Cell line	Mammary gland	T47D Serum	GSM4001135	GSM3395054
SE_02_0810	Human	NCBI GEO/SRA	Cell line	Mammary gland	T47D noSerum	GSM4001136	GSM3395058
SE_02_0811	Human	NCBI GEO/SRA	Cell line	Thyroid	BCPAP	GSM3395255	GSM3395253
SE_02_0812	Human	NCBI GEO/SRA	Primary cell	Head and neck	HN120-Pri	GSM3406683	GSM3406681
SE_02_0813	Human	NCBI GEO/SRA	Primary cell	Head and neck	HN120-Met	GSM3406695	GSM3406684
SE_02_0814	Human	NCBI GEO/SRA	Primary cell	Head and neck	HN120-MCRDH	GSM3406694	GSM3406693
SE_02_0815	Human	NCBI GEO/SRA	Cell line	Mammary gland	SUM159PT	GSM3422109	GSM3422112
SE_02_0816	Human	NCBI GEO/SRA	Primary cell	Ovary	Clear cell ovarian cancer	GSM3426149	GSM3426169
SE_02_0817	Human	NCBI GEO/SRA	Primary cell	Ovary	Epithelial ovarian cancer	GSM3426154	GSM3426174
SE_02_0818	Human	NCBI GEO/SRA	Primary cell	Ovary	High-grade serous ovarian cancer	GSM3426159	GSM3426179
SE_02_0819	Human	NCBI GEO/SRA	Primary cell	Ovary	Mucinous ovarian cancer	GSM3426164	GSM3426184
SE_02_0820	Human	NCBI GEO/SRA	Cell line	Haematopoietic and lymphoid tissue	SET-2_WT_DMSO	GSM3436198	GSM3436194
SE_02_0821	Human	NCBI GEO/SRA	Cell line	Haematopoietic and lymphoid tissue	SET-2_WT_GSK-LSD1	GSM3436203	GSM3436199
SE_02_0822	Human	NCBI GEO/SRA	Cell line	Haematopoietic and lymphoid tissue	SET-2_insR_DMSO	GSM3436208	GSM3436204
SE_02_0823	Human	NCBI GEO/SRA	Cell line	Haematopoietic and lymphoid tissue	SET-2_insR_GSK-LSD1	GSM3436213	GSM3436209
SE_02_0824	Human	NCBI GEO/SRA	Cell line	Stomach	LMSU	GSM3438300	GSM3438301
SE_02_0825	Human	NCBI GEO/SRA	Cell line	Stomach	SNU484	GSM3438302	GSM3438303
SE_02_0826	Human	NCBI GEO/SRA	Tissue	Stomach	gastric tumor	GSM3438304	GSM3438305
SE_02_0827	Human	NCBI GEO/SRA	Tissue	Stomach	normal gastric	GSM3438306	GSM3438307
SE_02_0828	Human	NCBI GEO/SRA	Cell line	Lung	H1703 Control-infected	GSM3445661	GSM3445658
SE_02_0829	Human	NCBI GEO/SRA	Cell line	Lung	H1703 SMARCA4-infected	GSM3445662	GSM3445659
